asin,reviewerID,reviewTime,reviewerName,reviews.title,reviews.text,reviews.rating
B00559TWFK,A2FAIE30I6SK1T,"03 13, 2012",michael,Not good,"This book started with a lot of promise.  Great set up for a plot and seemingly good characters.  However, it fell apart for me about midway.  Too hokie to stay interesting.",2
B00DY4QV7K,A2FQWZ0U1J013N,"09 29, 2013",Krayz,Not the best,"Should have realized from the begining when the character was named &#34;Marlow&#34; that this wasn't going to be the best e-book I've read. He drinks, he wants to quit smoking, drives an old car- nothing new here. The piano player in the bar plays a Hoagy tune while his reporter friend quotes from Casablanca, pretty trite. Although the book had some action to it, those scenes came off as stilted and not to realistic. I'm thinking this could have been a better book if there was some humor thrown into it, but alas- there was none. One other thing- lay off the exclamation points. A lot of the chapters end with an exclamation point and throughout the book they were thrown in to make the reader think this was an exciting point in the story. If you need an exclamation point to do that, it's not going to work anyways.",2
B005IYXXRU,A1G7GW8DBJ5MB,"03 26, 2013","ravin0206 ""ravin0206""",book,just didnt like this book read a few pages not interested at all got it for free so not really mad but i just didnt like it,2
B0083NUMQS,A12PWVAMEVBCXJ,"12 26, 2013",Patricia A. Herman,Interesting observations,"A very surface skimming read. Wish he had expressed his observations a bit more in depth. In two years over there i would think he wpuld have been able to experience a deeper appreciation of the culture, his using of korean in written form from time to time with no translation was a bit off as well. Very superficial and flowed unevenly",2
B00JNSN3RM,A7RWGB3967MYR,"07 7, 2014",Amazon Customer,Somewhat disappointed,Really didn't get into any of these stories even though I have enjoyed other bundles from Amazon.,2
B00D192118,A24QEIUKZVFSR,"08 5, 2013",V Blackman,Good but not cutting it,I found this book really interesting. It showed a lot of pictures of ingredients but no finished products. Also it seemed like the recipes are just a bunch of the authors favorites. So to be so bard but folks Needs more info about the actual vitamins and health benefits in these ingredients.,2
B00AJZQC8A,A1XU0XP6X796M1,"11 28, 2013","SunGoddess ""SandSunBeachBooks""",did not like it,"Not easy to install, left too many bubbles, even after multiples attempts the bubbles did not dissipated, returned without a problem",2
B008EGEOW2,A1L9ACZ65RYA6J,"11 20, 2012",Charity Bradford,Just couldn't finish it.,"Sorry, I just couldn't get into the story. It seemed like it was taking a long time to get started and read like someone's random thoughts trying to recount a story.",2
B00L4OF2SQ,A1X74PULOLUR43,"07 6, 2014",Jaded,Dialog Heavey...no real depth,"The story summary sounded good in concept, but in reality, the author fell short when she loaded it down with dialog with no real moments of reflection to give the Reader mental break. I should&#8217;ve known by the preview that it would likely be that way",2
B008A19U6Q,A2F39A7D2BU66B,"03 17, 2013",Linda C.,not so funny --,"I suppose a joke is in the ear of the listener, but I did not find this book full of anything funny, so much as corny and sometimes just sexist and even a bit racist at times -- but mostly just corny -- deleted it from my Kindle as worthless.",2
B00FW6FF16,AD20B29YQDZYQ,"01 6, 2014",Amazon Customer,Not well written,I finally gave up on this one.  Had so much promise that I kept trying.  So boring though and never really improved.  There was just no depth in the writing style.  I am thinking perhaps this is the author's first book maybe???  Giving two stars instead of one because it at least wasn't filled with typos,2
B00IFG18NE,A2EROLHNRQ09CY,"03 10, 2014",Judge Tabor,Disappointed In This Book,"Boring to the extreme.  I thought the premise of the book was great - I love it when these British high and mighty lords find themselves wards of young children.  Even though the duke was considered a runabout experienced rake, he didn't act like anything but an overly amorous 16 year old green as grass boy from the time he met the lovely governess, Miss Standhope.  It defies all possible versions of reality to have him hiding in his library muttering to himself for hours on end after only a couple of days of being in the presence of this lovely lady.  When Lady Southridge comes into the picture to try and control his life, things get even more muddled. Not even believable at all.",2
B00B6T9DG6,AF8T12USHS2Z9,"01 12, 2014",Jamie M. Frederick,Not what I expected,"I bought this book thinking that it would have old-timey recipes that were great to make at home and fairly cheap.  I did not quite get that.  The recipes are old-timey alright.  To the point that I have to go on Google to figure out what type of measurements that they are using.  All of the recipes are not translated to today's cup, tbsp, tsp measurement system.  It is written in ye olde measurement system that I really didn't want to take the time to fool with.",2
B005HSG3L0,ANOSPQ0LYFJFO,"06 6, 2013",Liamin,stitching gone after 2 months,"I've used the kindle cover for about 2 months now and already the stitching of the flap on the left hand side is completely gone! I am very disappointed, it was not exactly cheap, so I would have expected better quality. I don't seem to be able to return it anymore, but would certainly like a replacement....",2
B00HBX7DD6,A2YSZKIZERFIZ5,"05 21, 2014","Lonz ""Loneie""",ok,"There were too many grammatical errors etc, but was an okay story...my only issue the book didn't read as a comtempory romance novel.",2
B006OV08QA,AL9AH889M4K7,"11 20, 2012",Kamilah Torres,Missing info,This story was ok but if  you don't know the story leading up to it (which I didn't) you will be completely lost.,2
B007SBKTNM,A1E3QC0C1ODF2N,"07 8, 2012","Kindle Customer ""silverwalnut""",Short story,"I am so glad I got this free. It has been on my Kindle a while and I was looking for something short to read. I am sure this will appeal to some readers, just not me. You open with a lonely girl in a farm house when a thunder storm starts. A lone rider on a motorcycle stops by for refuge. I am sure you know what happens next. If you feel like paying $1.99 for 15 pages, I hope you enjoy it.  The reason it received 2* is because I do not remember any outstanding errors.",2
B00F9WRGPG,A2TQZLR2KANDSQ,"06 8, 2014",Ekaterin,Just pretty boring,"The title would imply far more excitement than is actually in this book. The whole first half is a real snooze, then it perks up for a bit, then gets boring again. I was totally skimming the last chapter or two.The writing is only average at best with dialogue that is pretty stilted in parts. Many of the characters are shallow and one dimensional. And there is a serious lack of description in this book. I have no idea what any of these people looked like. The planet Urslat is just Earth, right down to the pizza. Maybe all these colonies we're told about were originally earth colonies? We're never told that, but maybe it was in an earlier story.There are some serious plot issues... One minute Zerris is too polluted to live on, and the next they want to return there. The Zerris folks refuse to leave, then they just do. I was confused.The book had no un-put-down-ability. I could read a chapter, set it down, and not feel inclined to pick it up again for days. I read the last 20% at one time just because I wanted it to be over.",2
B00KAODIYQ,A366ZPHLQDECHM,"05 17, 2014",Reader4lyfe,Too weepy,"I have read all of Ms. Lee's books and was very disappointed in this book. Normally, this author writes very good books, but this was not one of them. This is a series about several brothers and the women that they chose. I love Ms. Lee's writing, but this book was disappointing. Jelly cried throughout the book. I was confused as to why Ms. Lee portrayed him so weak and feminine. It was overly dramatic and just boring. I hope Dizzy's story will be better.",2
B00CCPRV62,A2YAI9NDTT3SX1,"04 19, 2013",Maggie Starks,Eh...,"It was fine, I guess. It was free, and the one line description sounded interesting, so I downloaded it. SPOILER ALERT: It would have been fantastic to know it was a vampire book, for those of us that have no interest in the whole vampire culture. It was jarring and totally unsexy to keep reading about how icy cold his whole body was.",2
B00ENTQWVU,A179ZGXWA4RW3Q,"09 14, 2013","starsaga ""starsaga""","1.5 stars, very awkward writing, sad in some parts, disconnected in others.",I have read worse books than this. But nothing as awkward as this book. It was almost a test of my patience to keep reading until the end. The characters did not frustrate me as much as the writing style and the content. The book ends with cliffy but I don't really care that it did.,2
B00FPCJSYC,A1CKBD1HH6WR00,"10 14, 2013",Amazon Customer,I did not like it,"I could only make it through 11% of this book.  I tried very hard to like it but the characters were really difficult to like, the dialogue was mind boggling.  Many times I had to read the whole page over to try and understand what was happening.  I don't think reading a book should be such hard work so I gave up.It could have been a great story but the author's writing style is very distracting.",2
B00CP6AWY6,A32QT7FGQ6CEKF,"12 28, 2013",Guy Allen,Boring fantasy,"I managed to make my way through the entire text with some difficulty. I would assign 'Anastasia' to the fantasy genre. This is obviously a translation from the original language, and as such, has some unique word associations. The premise of a young woman of the Russian taiga having world-changing powers is a bit off the wall. This is indicated as one of a series of like manuscripts. I think I'll pass on reading any more.",2
B00EVD47YC,A1MZGM6YXHSEDH,"10 15, 2013",Jasmine,Are they Navy Seals or Not???,"I felt this story could've been so much better if the author wrote it as an American would. Words like ""cos"" ""eh"" and ""mff"" WTF. I hated that they were American Navy Seals speaking like that...ugh.",2
B00CCKE2VO,AJ4LJD3G3D19F,"04 28, 2013",Janna,Not for me,"Sara, now an attorney/partner at her now retired fathers law firm is young and involved with a very tall handsome man.  What they have in common is running...that is about it.  Sara takes a late evening run on a park trail where he is accosted & there is an attempted rape.  In steps Rachel.  The attempted rapist doesn't know what hit him.  Rachel is Sara's savior.  Rachel calls & gets the police and medics on the way and comforts Sara.Police do have the bad guy and they are wondering why he is beaten pretty badly and why Rachel is virtually untouched. Sara makes it clear she wants to meet the person that saved her life. She gets that chance the next day after she gets out of the hospital.  Rachel is just leaving the police station after being interviewed and is being escorted out by the detective and runs into Sara. Sara is able to get her phone number to call her as she wants to be able to thank her for saving her by taking her to dinner.Their two worlds have been set in motion.  There is murder, blood, bones, history, fantasy ... and of course loveI really liked the start of the book.  You got the hint that it was going to be romantic, just my type. Then you started getting little hints things weren't right with the world in this book.  Sara started noticing that Rachel's eye color would change a bit.  Then Rachel would be on one side of the car then a split second later next to Sara's door.  Vampire story which was not indicated in the short description.  I personally don't like vampire or sci-fi or anything of the kind, just not my cup of tea.  There were no reviews when I purchased...First one listed wouldn't have helped anyways.  I am giving this a 2 star for a few reason's, I wouldn't have spent the money knowing it was a vampire based book & since it didn't state that and I spent my money on it...  I'm sure other people would like this, not me.",2
B00ELVZGWG,A8XX83JKP1PWH,"05 28, 2014",Kandi,Short,Short crazy story but not what I expected. Very sad that this is really true but pretty disappointed in my purchase,2
B00DJW1E92,AM06ZLGNNGNWZ,"09 25, 2013",Amazonilla,More Motivational than Intuitional,"The book has a wonderful cover by Paul Heussenstamnn, which attracted me to the book immediately. Most of the information falls under the paradigm of self-growth and motivation, more than on the psychic development one. Everything in the book is good advice, and it is certainly well-intended. The book reads well, it reads fast, and I love the fact that the author doesn't fill pages with clients' cases. Unfortunately, the book suffers from too many sins to be ignored:- The book gets lost soon after starting. One starts to read and the book is about developing your psychic abilities but then it is about making readings for other people and clients. Developing your intuition and becoming a psychic reader for other people do not equal.- The author repeatedly avoids digging into some matters and explicitly tells you to go and visit her website and take one of her courses or programs. Self-promotion!- There are too many motivational quotes, which add little to the subject of the book. If this wasn't enough, the author quotes herself repeatedly, ad nauseam. How narcissistic and unnecessary is that?- The book, despite its shortness, is quite repetitive.- The reference to quantum and string theory is the usual babble you see repeated everywhere.Physicists themselves say openly that they don't understand or can explain the mechanics of quantum...- I was looking forward to making the exercises in the playbook, ready to forget the narcissistic and simplistic introduction, but, although they are OK, there is nothing that will develop your intuition and psychic ability that much: The exercises are: = Meditation; = writing a gratitude list; = making a list of your fears, worries and doubts to build your confidence; = do some sensorial experiments to notice your five sense via your mind eye, using visualization and imagination; = visit different spaces to experience the energy of the place in your body, and record it. You already know the answer without doing the ""experiment"". If you visit a hospital or your visit your favourite cafe the energy you feel is different. Experiment over. = ""List some elements of laying the proper foundation and setting the stage for effective intuitive information to flow in, through and to you"". = Practice with another person who is not you in a quiet place so you get more experience. Genius! = Write your intentions. = Chart your progress with a given question and the intuition clues you receive. = Journal about your psychic development.The book ends with plenty of more self-promotion about Spagna's other books and his many web sites. A self-promotion pamphlet should be free, and Amazon should raise the standards of self-publishing books on offer.If you are seriously interested in your psychic development buy another book. I like anything by Laura Day and Sherry Dillar, and in a lesser degree Sonia Choquette's books.",2
B00CBZB62I,A26Y96G1L0D6UH,"12 20, 2013",Jacqueline Jordan,Love and rachetness,It was ok reading. It was not smooth transitioning from one scene to the next. I still enjoyed reading the book.,2
B00EXF742U,A3PMDR41RUALXH,"01 13, 2014",VLF,Where is the plot?,"If you enjoy constant, weird sex scenes and little but misplaced plot then this is the book for you. The idea of the plot had awesome potential but it was way too overshadowed by intimate scenes. I finally got so annoyed with those I skipped over them just to see how it would end. yeaaaaahhhh I pretty much had to skip the rest of the book. I was disappointed but maybe it's just not my thing!",2
B007CKQ2KS,A180IE7SJ2QGEF,"06 24, 2013",Reader,Wow this was bad....,"*****Spoiler*****I am very surprised that KA wrote this book.  For the most part all of her H's are very alpha but this H truly was stomach turning.  I really, really hated this guy.  The only other KA H that I hate is the guy in Three Wishes that allowed the h to be slapped by his dad.  I still can't get over that one.  I mean what kind of man would allow that?  Not surprisingly, this H had a lot in common with this one.First off, the H unethically and illegally makes the h sign her life away to him by mind control even though she does not want to be with the H.  Her family gives her no support and instead gives her a guilt trip.  With limited choices, the h ends up being the H's concubines, which essentially is akin to a highly paid mistress.  No matter how much the H argues differently, his treatment of her is so poor that a mistress would actually be a step up from a concubines.  There were very little differences.  The H was married to someone else, expected fidelity from the h but he was not expected to give her the same, she was put up in a nice house, she was expected to be available at his whim, he bought her expensive gifts, she was to behave as he wanted, etc.  The financial compensation that the h receives is the most redeeming quality of this H.  I completely missed the ""sweet"" that the h refers to.  The H manipulates, controls, humiliates and sexually punishes the h continually throughout the book.  I am not referring to the fun kind of punishment.  I actually wondered how the h could stand this guy touching her after the second time he does it.  His treatment of her was so bad that when the H almost kills the h by drinking too much blood, he actually blames the h saying, ""it was your fault"" because she was too excited.  I know, I know...KA h's spine melts every time the H is near and they are usually all talk BUT really?  To blame the h for being almost killed?  Ridiculous.  Is that like, you made me hit you?  Ugh.  How does that show that the H cares about the h or that he felt any remorse over physically hurting the h after she had trusted him after he promised he wouldn't loose control?  There was no remorse after he hurt her with his sexual punishment either.  Supposedly he felt bad but if the h would get a little mouthy then he would threated her with punishing her again.  I crossed from dislike to hate with this H when he went to another woman.  I don't care that he didn't complete a sexual act with the other woman.  The fact that he had her naked and drinking from her was a huge betrayal to me.  The fact that he went to the h right after was just horrible.  This causes the h so much pain that she decides to give in finally breaking the h as was his goal.  The only thing she asks in return is for the H not to call her ""pet"".  ""Pet"" is not only too close to home but the h knew that was what he called the OW as well.  I really pitied the h in that scene and I loathed the H when he did not even give her that to save some of her pride and allow her to heal.  The real kicker of all of this was that after this happens, the h ends up apologizing to the H for saying mean things to him.  Could not believe it.  So basically, it would be ok to treat a person horribly (I'm including almost killing them here too) and then taking them shopping the next day to make amends for all that.  Because the H gives her one day to do whatever he wants after sequestering her and buys her pretty things, he is no longer a selfish d-bag, now he was ""sweet"".  As a female, I am beyond peeved to think that anyone would think that such placation would be acceptable means of making amends for the manner in which the H treated this h.  I have so many issues with the way this h was treated I can go on and on.  I was expecting the H to at least improve but d-bag to the end, he says things to really hurt the h towards the end of the story.  What can I say?  At least the d-bag is consistent.  While the h is contemplating her next move she is attack and decides it is too much and leaves the H.  The glimmer of hope that I had that the H would win me over here was completely decimated when he finds her and instead of having to prove to the h that he loves her, he focuses on the attack, sprinkles an ""I love you"" and panties off, all is well again.  The H didn't even need to break a sweat.  And despite the fact that the H and h are no longer in a paid-mistress-like relationship, in the end, the subservient role that the h would have to endure with him did not make for a HEA for me.  I don't care how many shoes, houses, cars or shinny things this guy would buy.  Being treated like a pet is not worth  all the gold in the world.  She would have been better off if she kept running and finding herself a hot guy that didn't need to feed his ego by humiliating her.Clearly, I didn't enjoy this book.  I will say that this author has some other great stories.  The sequel to this book is much better if you want paranormal and so is Golden Dynasty.  Both are much better than this one.  The only reason I gave this book 2 stars in stead of just 1 is because despite my loathing for the H and the inequitable relationship that was romanced, this author once again develops her characters in an amazingly human manner which makes the readers emotionally invested in the outcome of their fictional existence.",2
B00BOJ7C1Q,A22ZD79IY6E836,"04 12, 2013",P.,Not enough  tail,"too simplistic - no angst no reason for the reason she gets hurt. no reason why she gets a warning. he just accepted - too disjointed, not much of a story - sex was ok",2
B009G9LJKG,AVGYENZU56KBR,"06 15, 2013",Amazon Customer,Hmmmm...SPOILERS!!!!,"Ummm...he slept with your aunt!!!!! Why would you want to be with someone who could not see past her BS exterior to the cold and heartless woman underneath. He just wanted a pretty face and slept with the aunt for a while before the heroine came along. He still was around the aunt even though he had feelings for the heroine and I am not sure if he was still sleeping with the aunt after he first started hanging out with the heroine!!!! It was not specific with that detail. He felt that it would embarrass the aunt if he just left her and seemed to shun her in public so he still was around her at balls and stuff but that confused and hurt the heroine...you know, the girl you are supposed to be in love with??? It was an annoying book.",2
B006MLKZAG,A2UEFG8I4BVPF1,"04 10, 2014",jenny,not so great id start withe 2nd book,"Too short for the price, it didn't even have a real ending..... This book is not really needed in the series unless an ending is added its ptless",2
B00HFGS70C,AKZT0YTIO9WUJ,"02 24, 2014",virgi,British mystery,The story itself is a good one although it needs thorough editing.  Many words run together so you aren't sure what the meaning of a word such as :Illaskif  actually 3 words together.  The style is stilted and dialogue awkward.,2
B00D6SCXY4,APO0MU59BMPGY,"04 19, 2014",Mia Mary Boyd,Really short,"This book was actually really short and had almost no plot. I read it in 20 minutes tops. I was hoping to learn about the Amish culture and how they live, but I was disappointed by the quality of the writing. Most of the plot comes out of nowhere. Caroline accepts Jonas' s proposal 20 minutes after they met. I am really glad this book was free because it was not worthy to be priced at 2.",2
B006C4AFSA,A1UUBO91ZGR0Z1,"12 19, 2013","Love2Read ""Romance Reader""",KA's early work,"This is some of Kristen Ashley's early work, and it shows. She was already writing with her characteristic creativity, passion and verve, but this book is one long flagellation of a heroine who is completely undeserving of the treatment she receives from pretty much every single person in the book except the little kids.Unless you're prepared to sit back and watch a Cinderella heroine grub in the ashes page after page, skip this one. If you don't mind  that, then get out an extra hanky and enjoy.",2
B00JXW6GFE,A23IEN5K9JLDTT,"07 11, 2014",Ever  After,What happened to Frankie and Benny's story??,"Sorry, you guys but I'm bummed. My expectations for Frankie and Benny's story were sky-high, and that's on me. I'm very disappointed.I wanted to like this book. I really do. And had this been any other KA book, I would have given this a four but this was Frankie and Benny! I've been waiting for their story ever since At Peace. I thought their story was going to be epic, so I was disheartened when I actually started skimming around 48%.***The Story***After taking the blame for the death of their son and Frankie's boyfriend, Vinnie Jr., Frankie decided she has had enough of the Bianchi family and planned to move to Indiana. For seven long years, the Bianchi family treated her horribly and as penance, Frankie went as far as to take a bullet meant for one of their own. The situation gets even more complicated with the lingering attraction that Frankie felt towards Vinnie's brother Benny.Benny, along with the rest of his family, hated Frankie. They thought she was the reason why Vinnie went to work for his mob boss uncle, Sal. They had cut her out and wanted nothing to do with her. They were downright cruel to her. This was especially hurtful because they were the only normal family that Frankie has ever known. Frankie's own biological family are a bunch of selfish people who were out for themselves. So when the Bianchi family cut her out, she was devastated.***My Thoughts***Before I picked up the book, I re-read parts of At Peace where it was explained why the Bianchi's hated Frankie. That was very clear in At Peace. In fact, Benny called her a bitch to her face in that book. He even thought of her as a 'greedy slut.' The names he called her were horrible. So I was looking forward to how that part was going to be dealt with.Umm, well, it wasn't really dealt with at all. I may have read some 'I'm sorry' in there but after that, nada. Seven years of Frankie taking all those hate from the Bianchi's and not even 20% into the book all are forgiven? Benny basically railroaded her into forgiving him and his family. And Frankie just rolled over and let them walk all over her. Again.She did this with Benny's family and with her own family. The girl has no backbone whatsoever. I felt sorry for her. I wasn't mad at her, I just felt sorry for her. Basically, the whole book was about Frankie bending over backwards to accommodate these people in her life. I'm sorry but I don't want to read about a heroine like that. She was a totally different person from the one we met in At Peace. The only people who really stood up for her were Sal and Gina, and even then she had to let them go because Frankie having a relationship with them would upset Benny and his family.Another part which I didn't like about this book was the long distance thing they had going. It was boring. I could have understood if this part happened before they got together and Benny was doing everything in his power to make her his. But nope. Instead, I have to read about them doing the long distance thing 70% of the book. The thought behind it was great but again, it was boring to read.Benny was okay. I kinda expected him to be like any other KA alpha male.He had his sweet moments but because he didn't really had a chance to fight for Frankie his declarations sounded woefully insincere and inadequate to me.I did like the glimpses we have of Joe, Vi and the girls along with Luke Stark!!  I enjoyed that. Safe to say, I enjoyed the cameos more than the story itself, which pretty much says it all.So I'm really disappointed. I had such high expectations that Frankie and Benny's story will be epic but I was wrong. There was nothing epic about this. Just lots of filler drama and same old dialogue. Sad.",2
B00GNQYP9C,A3P41LDKN1J34E,"12 19, 2013","L. D. Orr ""reading friend""",It's a short story.,Characters not fully developed.  Plot was a case of lack of confidence and a misunderstanding.  Maybe okay for teens.  The only enjoyable character was the sister,2
B000UMZMP6,A2TZDW14PLBJ4T,"08 31, 2010",D. K. Kortz,"shallow, shallow",not well-written... no plot. characters cliched. and the whole fat/chubby thing could have been SO well written... and bad descriptives just made the issue icky instead of luscious and REAL. save your money...,2
B00A87PVZE,A1W8WFLOBDEB7,"09 24, 2013",Hec,Nothing special!,The characters were boring and one dimensional. Storyline boring and predictable. I skipped most of the last half and I cannot read that again!,2
B009U1D6VU,A317LN9HYBSRP1,"11 10, 2012",JoannainGermany,Very disjointed,"The book starts out very confusing - as if it assumes I should know something about a previous book, maybe?  Very short book, too.",2
B00DLATS18,A2ERKSQYRUHKLK,"07 30, 2013",Westerngal,Not a winner,I wasn't very impressed with the amateur writing style of this book. I tried to hold out hoping it would improve at some point but I wasn't able to finish it.,2
B00KR4KR5C,APQ9DAGO3JZMP,"07 17, 2014",Mz Dee,Bad business...,"Poor Shonique just young, dumb, and nave. I wish it didn't end the way it did; I'm left hanging.The book is pretty ok, but the grammar is not! It's written like a third grade wrote it. If it was revised I would keep it and reread it, but as of now I'm returning this purchase.",2
B00K5V449C,APZ15I39E3A2W,"06 22, 2014",E. Blackwell,Blah,This was barely worth the 99 cents. Started off slow and never built up any tension or drama. In fact there was reference to cheesy lifetime network movies and the ending was indeed worthy of that reference. Only interested in the Colin character and if Mandy ever goes back to medical school - everything else I could care less about. Too many characters introduced with all of their back stories AND the neighbor's TMI moments added for humor. And what's with the sound effects? JUVENILE!,2
B00CSEIGQG,A2O5UBLK35IJX6,"06 6, 2013","SLB ""Zoomama""",Superficial pleasantries,"Mother Teresa had a large impact on the world of the poor and sick.  Unfortunately, this book is strictly along the propaganda lines that it was all good work.  It mentions some of the criticisms without addressing any of them, simply gliding on with the myth of the loving Mother.Unfortunately for her victims -- I mean, patients -- The Loving Mother valued suffering as a way to Christ.  This meant that valuable treatments for suffering patients were refused.  People lay screaming in pain rather than receiving pain medications.  People did not receive adequate medical treatment from trained medical personnel, they received inadequate care from medically untrained sisters and volunteers.  This meant that ones who might have been treated successfully were not.  The book describes her as wanting people to have ""death with dignity"", but her centers did no such thing.Of course, she herself went to hospital and had modern treatments for various illnesses.I'm in no way saying that nobody benefited from her work.  Many did.  But the myth of the saintly, blessed woman needs to also honestly face that her saintliness was based on a theology of suffering and blood which gave the ill and dying not much more than a bed to do it on.",2
B007PLH596,A9QR13VO22ULU,"01 27, 2013","Q ""q""",Take my rating with a grain of salt,"I couldn't get past the first chapter it was so awful, maybe if I'd given it more time I would have liked it better but I couldn't do it.",2
B009AY07P0,A1BY79AQJMLP1Z,"06 27, 2014",Dionne Dauphinais,A strange serial,"I like the idea of the story, a typical haunted, run down old mental institution. A child as the protagonist was a good choice. But the climax of the story left me feeling let down.",2
B007I67EOO,A3MDUUJ669NNWD,"05 3, 2012",Daily Reader,Also disappointed,"I like Leah Brooke and Alpha's Mates is one of my favorites. I have probably read it four or five times.  It seemed to me like she is trying to kick off a paranormal series here, but I really couldn't connect with it.  I could see components of Alpha's Mates in it, but it really fell flat.  I would much rather have had a sequel to Alpha's Mates.  That book had quite a bit of character development and plot--this did not.  It could have gone into the background story more and had someone trying to find out more about their own background and more of a side story about the two men who let their mate get away.  This was mostly people acting bratty and sex scenes with a little filler.",2
B004ZUT15G,A2VJOWQIZRMERQ,"06 24, 2011",Zzrole,writing style lacking,Plot had potential but the writing was very smple. unsophisticated and slightly juvenile. i didnt get to know the characters except on the surface. i wasnt drawn into the story. the sex scenes were graphic but didnt draw me in at all.,2
B00KEX6KKC,A27A8EQHK46YVD,"06 2, 2014","Romance Lover ""Erotica Queen""",Can you say CRAZY!,"The author had no concept of time.  First it would be months and then weeks, while that sounds like the right order, in this book it wasn't.  For instance the brother DJ had just informed his sister that he would be getting out of prison in three weeks.  Then the writing goes to six months later and he is reflecting on his siter while still in prison. It took the girls in this book so long to graduate that I thought they were graduating from college. I felt like a yo-yo, what time is it?The grammar was horrible, missing words and misspelled words.  Towards the very end, the character Quinn was in a house having a confrontation with Chyna, who was tied up, but then Quinn is slapped by someone that wasn't even stated until a half page or so later.  I went back to see who was in the room but had to read forward to see who had slapped her.  This book was all over the place.I'm good on ""hood"" books, but don't write as though I'm without comprehension or knowledge.  WOW!",2
B00KKBZYO6,ALEKE9JB44V1N,"07 18, 2014","Amazon Customer ""zedhead""",Wow was this boring guy talks to himself and to wife(via diary) and ...,Wow was this boring guy talks to himself and to wife(via diary) and that's about it. I have read wiring manuals that were more exciting. Only reason 2 stars was had few bits of info that were cool but man come on.I have read tons( 2-3 a week ) of E.O.T.W.A.W.K.I. and you would be better off reading  stuff by A.American or Max Velocity more info better written. I do give some props as I have yet to write a book and I would hope it would be better.,2
B00FQJ023U,A65N2PTRLG5W9,"12 11, 2013",Maree Willmore,Mia,A simple but sound guide anyone interested in plane simple advice will enjoy this book. Not deep easy to understand. A quick read,2
B005QBM25Y,ADJHQB029LYJC,"09 4, 2013",Amazon Customer,BEST books better than the sampler,I enjoy some of the BEST books but not all. the collection includes samplings from the books I do not care for as well as those I enjoy. I should have & will buy the ones I enjoy.,2
B00C2YRAQE,A1ES0GGINC3G10,"03 2, 2014",Amazon Customer,Really??,I don't understand how this book got so many five star reviews. There is virtually no BDSM in this book. The author repeats herself endlessly. I could not connect with Kate. Just a long drug out book that made me frustrated at every turn.,2
B00IRI06AQ,A58PJRJ4WB07U,"03 28, 2014",Delta_S,1.5 stars...cannot recommend it,"*The Horror Diary* is a ghost story with the surreal quality of a child's nightmare. If you suspend logic and just go along with the nightmare experience, you can enjoy the description and images of Arts Park and the exchanges between Karen and Ben. Those are the high points of the story.A weakness of the tale is the lack of depth of the villain. It might have been more effective to &#34;show&#34; in some brief vignettes his deteriorating mental state rather than to tell about it. There are also a number of inconsistencies.*The Horror Diary* definitely has some interesting moments, but I cannot recommend it.(less)",2
B005SJLRW8,A11FF0H63VFFMX,"05 22, 2012",Amazon Customer,sweet,Short and to the point. Talk about helping someone and not being quick to pass judgment. I kind of like the western feel of it s well.,2
B008NWZFZ2,A1DKQCC90FY7NX,"12 20, 2012","mzgambler ""Mz""",Prequel,"Took me awhile to realize I do not care forthese prequels.  You might, but I don't.Give it a try........if it's free.  lol",2
B006XVD53O,A2E62NPNDNNYRL,"11 14, 2012",Amazon Customer,the only good part was the ending when the truth came out,"Im not sure, the reveal of the plot could've come out halfway thru the book, but I don't know because i skipped most of it. It was that hard to get into. This is the second of P R Mason that I've read and I just realized that its like a high school series. I gave The Banshee and the Linebacker 3 and now I should've given it a 4 after reading this. I like the idea of a couple having multiple lifetimes to get back together but for a short story, it took forever to get a hint of what's going on(like halfway thru). The only parts I read were the first few pages and then the ending when the truth was revealed to the main female character. This was free for me so I didn't have an investment into it.I do apologize that I took a star away because I didn't realize this was young adult fiction and I was expecting more. BUT as far as any kind of story goes, it really was hard to get into and by the time it got good, it was the end.",2
B005LHQWD6,A19CVCHSCFOGNV,"08 25, 2013",Kiwi Alice,Disappointed,"I actually couldn't finish it. After reading the great reviews I had reasonable expectations but ended up being disappointed.I persevered up until Chapter 5 but could go no further due to the completely unrealistic character development. Come on, seriously, if a woman is on the floor of a bar getting beaten up by a guy with a broken bottle, there's no way the other patrons would just stand around cheering them on! And the fluffy little blonde at the bar was as cliche as it gets. I understand that Miranda is angry and full of maternal need (she has every reason!) but she's just too big and unrealistic a personality for me to believe she's credible.Maybe I should have tried harder and kept reading, but I just couldn't. I wish I could have had the same experience as those who loved this book, but frankly I just don't see it!",2
